AAGE,ACLSWKR,ADTINK,ADTOCC,AHGA,AHSCOL,AMARITL,AMJIND,AMJOCC,ARACE,AREORGN,ASEX,AUNMEM,AUNTYPE,AWKSTAT,CAPGAIN,GAPLOSS,DIVVAL,FILESTAT,GRINREG,GRINST,HHDFMX,HHDREL,MARSUPWRT,MIGMTR1,MIGMTR3,MIGMTR4,MIGSAME,MIGSUN,NOEMP,PARENT,PEFNTVTY,PEMNTVTY,PENATVTY,PRCITSHP,SEOTR,VETQVA,VETYN,WKSWORK,AHRSPAY,year,income
, PivaCt,,, Prof sWchool Ed0egr/e (MD DDS DVM LUB JD), NoFD ingunSveUrse, ever mriLe4, '3MediialT! except hospital,Pro<essio6al specialtv;, Asjian oFr Pacifi IslanBe,y All~ otBZr, FeZal,Not in univBese, Not iI uni-verNe6, Full-timeO shedulHes,0,.,0,i>vngl$e, Not in universe, Noty in universe, Other Rel 18+ never marr not in subfamily, Other rlati~e of ho-useholder),1R22W44.7,,,, Not;in uni6verse under 1 year old,,,? Not in unvrs, Philippines, Philippines, Philippines, Foreign brn- Not a ctizen of U S ,c, Notin uF!erse,,qy,0!,(5,-0g0
-}-0, Nxot in uniEEr[,x,, High scool gra}duate, Notj in universe,z Married-civlianK spouse aprese~t," Not in universe 7r"" childen", Not i= 6ueivecrse, ?hite, Al:l oth'r,yhlJ, Noin universe*, Nt in univ%erse, No+ in labor force,3,rjJ.V0,@#,Joint b$h^657,Not in univers, Not in universe, Spouse of householder, SpEusw o0hoseholder,6.6,,,," Not, in univer$se under 1 y{ear old",,4M,N@6ot >n universe, Itly, United--States,, Native- Born in the United States,0, Not in universe,cu,,,,Y50e0
VJ6, P9ivat:f,g24,uL2, buchelors degre(BA B BS), Nok in [uni#verse, Never married,_S`c%ial services,, hi~eO,, 3ema@le, Notbin& universe, ot in uunivers, Full-time tschedu?~N,<h,n0,,,rN ot in un@avrse, Not in un2iv(rse, Seconday individ@4al,Nonrelative of SzKueholder,J20d37,,,, Not in universe wundeXr 1 yeaPr old,,), Not i#uWnivHerse`, */eland, United-S\tates,EUnied-States, 9Native- B<rn irn the Unit;d Sates,A, Not in univ*erse6,K,, `0d,:5,-50000
@," Pri/Av""te",41,<,)Some coll$ge but no degree, NoHt inmuniI-erhe, iv0rce, Hspital serv8icis|, Technicians and rklateds suppoaWAt,=W\ite, All ither, Vemapler,iN], MNotAin Qniv`erse, Children or Armed Fres,,@,e,dySfVnle, N@ot inD uiversVe, NoN in universe, Householder0, Househ&older,18\.3$, Aonmover&, Nonmovr, Nonmgver,` Nes, Not i] universe,, Not >in universe, Lnite\d-States,", Unted-%ta<ces", United1tNat0s, Native- Born in the United States,K," Not inS ""uniWese",_,;,180T63,f{,-500+0
!7, PrLivaHtR,ppb,17, Highschool graduate, Not in univr?Qe, Married-civilin souse- presnt, Man|facturing-nonduable goods,raus,,[ All ovqe(a, Fem0lVN,8 hXo, Notan un5verse, Childrej or Armed Forces,4,E,0, Joint both under 6), Note i~ universe, Notgin univese," Spoue of houseLhoC,ejr", SpousI of householder,O3247,, Nonmover,60Nonmover,!u 9e0, No in uPiverse,, Not in u=nive|\se, cotlad, Scotland, Scotland, F3oreigg born- Not a citizen of U* S ,0, No_in unive,U,0~,gs,,K]500V0
3Et, (rivaBe,D/,2, Masters degree(MA MS MEng MEd MSW MBA), N;ot in unie6se, Marri^ed-civiian spouseS preent, EnteUrinmet,,\W7iL, All othrVer, Dale,Not un ujivTrse, No>t in u19nivrse, Phdren or Armed Forces,,J,jY, Jointboth under 65, Nor in un8es$e,,, Househoildepr,3349.)/9, Nnmover, ]onmover, Nonmver, Ys, Noth i{ 0universe,1, Not in!iverse, 3itekd-Staes, United-ates, Cnited-States, Native@- Born inTthe United States,, Not in nixverse,{,!y,V,9,-j0000
6,\ Not in duniXvers,}m,, C4hild8eGn, Not inunverse," Never 5arrie""", NotinVuniIerse or chil.r1en, Notgin Yniv7erse,, Al5 otpler,MWHlVa, ot in universe, Njt in &nivers{e, Children or Arm]ed Forcs,M,0c,, Nonfile~r, $o in uniaerse, No~ inuniv-erse, Child@ <18 never marr nhot in subfamily, Child under 18 never married,511:72.45,No@nmo8ver,Nwonmov8r, Nomov:r,YeJvs,iNot7Lin nierse,%I,, Unitgd-StzateFs, UnitedW-tates,, NativewBorn.in the Uited States,, Not n i.eMse,0,y,0=,a9,
2, Not in:universe,"""",0,! Cildren, No.in uniers, N4ever married, Nont in!univese or chi~dren,cNo9 in univer.e,(!ite, All oq=,M=aK3l9, }ot in nivdersOe, Nout in univ2rseb, Children or7 A]med F@rc-es,E0R,u.,, Noniler, Nrt in universe, Nt kn universe,D Ctild <18 never marr not Ein subfamily, Child un|er 18 never married,, Nonmover, Nonmover, Non.oer, qe,,!, Both parets prQsent, United-States, United-Sttes, Unte-States, Native-Born .in the Unied States,U, Notd in un%iverIse,,"1`""",v0,9,-0wh0
45<*, Pri(te,4c,cm2, Masters degree(MA MS MEnLgMEd MSW MBA)," )ot in ""nivers+", MarrieSd-civiliW>an spouse prsent,," Profes]ional Eppec,aWlty",Z AsPian or Pacific Isander, Agl ot er, 6mal,, Not in univere,,:,Tt,*O0, $Joint4both undUer/65, Not in universe,Not universe,p Spuse ofahouehollder, SoRse1of householdeU,"}254.""{",,,, Not in* univese nder 1 year olD,,, Not i gunivese, TXiwA7an, Taiwan, Taiwan, moreign bon- U S citizen by naturalization,m, Nt in univeMse,b,,TE,5\W,5j00{00
|`,Stategovernment,B&43Nm,9," Zasters de(gre#e(MA MS MEng""MEd)MSW MBA)", No_t in.unierse, MarriNd-ivilian sYouse present,{:Edca@ton,Professonal speciWlty, Whie, ^All other,,, Not i uKniv{r.%," ChildreD or AIed ""Forces",,N,%, Join Gboth underC 65, Not an uniersee_, Not in unoiferse, Spouse of householder, Spouse of householdejr,,Nonmove, onmoerj, NonmoveI,~GYes, Not inO7 universe,f, s]ot iIn unYverse, Unitfed-States, Un'ied-!tats, ~Utited-SGtate,,, Notn universe,N,Y,z,9K4,-R5.y0A
6, Not inR uHiverss,=,0, Children,, ever: marrieXd, Not in universe or children, Not in universe, Wht, All tTer:, Female, Not in universe, Not in universe,_Childrer or Armed Forcs,0,jnM,@0), onfiLQaer, Not in uni\versel, Not in uiverse5, CNildL<:18 never mar not in subfamily, Child2\under[18 never married,155.x55MK,,,, N0t in universe under1 yhxear old,,vc-&, Both parentS present, United-States, Unitbe-Statk|, United-Stwats, Native- Born in the[ Unite States,\, )NotxYin universe,,,M@_,j,-56000
, Not in un>iver/e,z,', High schoo graduate, tot in uvrse,I Married-civ lian spou* presnt,, Not in universe, 0fWKt,jAll other, 'e+jle, Not in juniv:er{se, Not inFuniverse, Not i1\ labor )oce,%,#,PC, Jont both Dundr 65, Nt n u1ivArse,,Spouse of householder, Spouse of householder,14t2.51l,,,,nNo in universe under 1 year old,,, Lo n u9iverse,, U@nitgd-!States, Uni`ed-States,6 Native- BSorn n the United SMtates,Tj, Not. inuu;erse,2~D,R,D,95\8,-5R0000
40,q=ivafe,,, Associates degree-occup /v7ocational, Noti) u'verse,Married-civilian spouseL p!resent, Pesonal s}rvices excepit p:ivate HH, Oth7e seFvice, WhitT, All teP, FX#e2Se, ont` in unEiverse,"Not in un,verse", Chlren or Arqeqd Forces,,Mh,,3 Jz_nt both unUmr 65, South,, Child 18+ spouse of subfamily RP, Child 1 or older,, NonMSA to MSA, iffern3t county same.state, Different county same state, Nj,WH,?&1r,~Not iCs universe, Undiqed-StatePs, U#ite~d-States,"'U1ited-Sta""s", Native- Born in the Uniteid tates,@AX, Not in univArse,,hK~,J,9/,-U50}#l0
40y, Nt jin unerse,^,(, Some college but no degree, Not in 1unive;re,,,, WiBte,AllSother, ale, Nosi in univer<se, Not nni$ersne,Not in labor force,5,pLf0,F0, Nonfiler,, Not in u|niverse, Nonfamily householder, Househowe8,D70.$8,,,," Not in univ""erse undDr 1 ear old",,,E NotGE in [nierse, UKnite-sta5tes, Unitd-!tates, United-St.aes, Native- Born in the United States,_, t in univerKse,P?A,,.,[,-50
16 , Pr$a@>,%3,zy%, 10thXgr\ade, Hig chooQl*;," ""Never arried", RetailQstrde,, WPtee,All other, #Va+le, Not in u3iverfe, Not in univePse, Children r Armed $Forces,,F0,0, oiDler, NoPt in Qunive'Rse, Not in unYiverYse, Child <18 never marr not in subfamily, Child under 18 never married,56.0, Nonmovr, j\onmo:ve, Nonmoer, Ycp, {Not i uniKe8se,gN0, Both pareJws [esent,, U'nGited-Sas, United-States,' Native- Born in the Uhnited Sttes,|Q, Nt in unlpiverse,[;,=(X/,N,94,-50000
, RNot@Hin univese,,0, C(ii8ldren, N n uniersy,," Not in univer~seo"" chldren", Not in universe,a Whitc, All o9ther,, Not in uniyverse," No""t in uivere", C#ildren or rmed Forces,,K,0, onfiler, Not in universe, Notin |niese, Child <18 never marr not in subfamily, 4hi under 18 never married,9662+,,,, Not in universe under 1 year old,,0, Both parentse present, ;ni0ted-Sttes,*United-States, United-S/tVe, Na0tive- Bwrn9 in the UnitedG States,,d Not in un>Dvers,w,:w,=S,=9l,300
h71H7,Nrot in u:iverse,'n,,, Noz i unv5re, Ma/rried-civilian spou<se present, ot in universe or c\idreng, Not in 7untverNse,]hit;, All other,,,IN&ot in univers, %otrin labor force,,4,, Joi*nt oth 6Gw+, wot in 3*nverse, NotX n univer7e, HoseholHdeFr, HousehoderL,1524B76,,,, NotQ in univrse under 1 year oldB,,p,ANot` in unv4rse, UiteZ-St?;tes,, United-States, Native- Bore in the United Stes,^, xNoc,.eX,;rX,),,fH-0;00
)4, Zo$t in unverse,,0J,4ChUldren,Not inWunive&$e}, Never marMried, Not in universeor children,WNo Sin un7iverse,White, Mxican-American, y4v?Ma_le, N in uiverm2e, Not n universe, C5ildren or A-rmed Fores,],b,0, Nonfiler, Not in universe, y otL in univErKe, Child <18 never marr no in subfamil:, Chld under18 neve married,, Nonmover,Nonmover, Nonmover, Y, N8t`in nxiverse,"*:""", yoth parents present, UniPted-State,% Unipted-NStatebs, United-Soates, Native- Born in th U-nited States,, Not in unierse,]@,}?,Ia,94z,-500
|Y, Not u 'n'iverse2,0$F,0|I,, Not inPuniverse, Never married, Not in universe or children, Nao: iq universe,YWhte, All oter,, Not in ive6rhe, N3< in universe, Children or ArLed Forces,R,[,<t, Noznfiler,, Not iE univprs', Child <18 never marr not in subfamily, Chicldunder 18 never married,3632.1G,,,, Not i6D universe@nder 1 year old,,, B'h parent present,, UnNited-State|s,r United-States, Native- Bo]n in the United tates,0, No~tein un\vRrs!e,J0,0/,,95,-5X000
, Prv_te,37,B30, HTgh schoo;l gradua{te,h Not n universe, Nev|er maXrried,, Handlers equip cleaners etc , WhitCe, All other, Female," Nt ,n )univQrse",<Not iM unpHerse,,0,!W,"{,", !o6fier,, Nein univeOrse,xSecond ry individua, NonrelaPtive of householdeFr,1=53.74,,,, Not in un!verse un1dFrh 1 yearT old,,r&,u Not in univrse,ZUnited-Sa*es, Un<te`-State, United-States, NativeBorn in the United S*ats,(, kot in _Muniverse,,(M,q0,o05],-50000
, Not in universe,!Z<h],a,, ogot in un0erse,|Never Xma2rrieK, No*t7in universe  children, Not in universe,XWhK&|te,, Female,5 Nt in unirse, Not in universe, Chldren1or Arme Fiorwces,3)r,,*0, N/]onfi&r, jNo in uniwerse, Not in ucPiverse, Chi.ld <18 nener marr not in subfamily, Child under 18 never married,2075.7,,,, No n universe under 1 year old,,qE0, Both parentj present, Mexco,8 Mex!coC, Mexio, FoMregn bon- Not a citizen Jof U S ,,,]0,cLX,_0,,?-50l0
, Not n uSiperse,kYS,, ighfsc4hool graduate, Nt in)uniOvers," Married-2%wspouse a,bsent",Not in universe or children, Not in u;ive2rstAe, Whi7te,ue,, Not in universe, |3ot inunierse,0) C$hildren or Armed| Fo<ces,0,f,_X0, N'n_cfil, Notin univesie, Not i~ univrse, Househ<ldNer, H6usehvl<der},180.{j92, WNonmo ~er,,,!Wes;, Not in univ]erses,e, Nlt iDn unizrse, United-Sta=ts, UniteiStaes, Unted-Sdtates, Native- Born in the Unied 5Sta)tes,it,Notin unverse,,,,94,-5000
6o, No! in unvre,0n,Y,, 'ot in u*niverse, Maried-Giviliakn spouse present, Not in uHiversA or6childreS,, BLlack, A`l o(9e,n Femrl2e, Not ineunivr)e,Not in universe, Children or Ared# Forces,U0,3,0, J7oit bohJ 65+, Nt i nivrse, Notin unZverse, Sp|ouse o` ouseholder, Spouse of houjjholder,2601.8gI6,5Nconver, TNogooer, Nonmovur, Is, Notin universe,5SDA0, Not ig univers, Uni`ted-Stats, United-Stes,<Uni^ed-Statqs, Native- Born in he United States,}, NotY ai uni9!erse,^2,Y0,_,=5,-50000j
34, PrjKIvt ,Yq56,, Masters degree(MAyMS MEhng MEd MSW MBA),Not2 in unqverse, MarrieM-civilin spouse 3reset, Finance insurPance and rea estate, P]ecision productio craft & repair, Whi@te, Mexcan (bMw'exicano), M0le,% No], Not in univere, Childre=n orGAred Forces,,Klf,+^0, doif9t bot under M65, ot in universe, Not in univeErse, HoseholdK,,16A.7,Z NoSmov/, aRmovefr, nm(veC, YeK, Nt i;b unRverse,B7, Not n uni?erse, Mex~o, MeDiIc, euxic, Fxeign born- Not a citzen) of U S ,B0x, oC i= univ-se,l,b,900,5,-5000A
T, Private,,2#88, High school graduate,"i Not, in unierse", Marrie-civilian sou}e preset, Utiliiies and sanitary services, Pr{tective service&, WhitY,All other, Malec, ot in unve(rse," Not in unive,seb", Cildren or Arme Forces,Q9,0E,*B,JodnT bzoth underE65, Not in 3niv(rse, Not ie universe, HousgeholdeS, Househldir,1997.399,,hNo@movwr, NSonTovF, T-, Not Jin nirs,<,2NotyBt universe, United-States,, United-taXtes, Native- Born in the United States,, Not in universe,A,5z2,>,N,-50000
I', srv:\te,,2C, Bachelors dgree(B ABBS, Not in unierse, Married-civilian spose preset,)| RetaLl trade, Exectivkadmin and managerial,Whte,}FuAlZ otpher, Male, N*ot in NuiniversO, Not in uiverse, Full-time schedules},,O\,,Jointboth unQer 65, Not 8in un}iversse," ot inI""aniverse",, NyoMuseholder,d011,,,, Not in universe under 1 year old,,.:, Not in universe, UnitedTS1ate, pUCmite-SZtates," Unitd-SMa&""s", Naqtive Born +n the United States,, No\Jt On univere$,8,5W,,[5,500Z0+.
s52,JPri0at,4M,30,OHigh school gr^duate,, Mrried-civilian spouse prese?nt,G Medicalexcept hospitl, OtZer gHrvice, #hi^e, Al other, Fem_alPe,6, Not1 inIuonierse, Fulltime schedules,>,(G,, Joint onxe udnder 65  one 65+, Not n universe, Not in univ^re, HoujeKolder, Householer,17.>0,,,,Not in universeH}under 1 year old,,L, Not inrDniverse, Ummted-State, Unted-StatesG, Un]iwed-States, Native- Born in he Unihted Statels,0, Naogx in un4v~rse,$'2H,"5""",50D,?o_,-50000
17~, rrivate,3F ,H5,"""1 th kgraKde", High/ scool, Never married, Retai trade,ROBer eRvice, hi-,$ All oWher, Male, Not in;universe, N)oGt in`niverse, Children or Arme< Forces,_8,Z,0," N9nfG,er", Not inuniverse, NoZ~in univ`rse, Child <18 never marr not in subfamily, ChildN under 1]8 never marrmied,2040.U9, o_moer5, Nonmoqver, NNotmver, +es/G, Not n unier7e,fb, B^othparents: presnt, nited-States, sU`itd-StIaes, United-Staes, Native- Born in the United Etates,U, Not  univers7,,20,0#I,"""@9W",&-500!
9nY, Not in unverse,W,., 10ch g-a|e,\ Notin uirse, Widowd, bot in universe or children, Not in univerhse,, CAlMl P&er,kmale, Not in unive~rse, Not?n universe, Children or Armed Fyrces,,*,, Nonfer, N{ot :E unive+r~se, N$t in univLrse, Nonfamily householdew, Douseholder,8P.l0, onmXove;r, Nomov eT,9 NonHvelN, Y;s,,4?, Not in huniverse, Iree9land,> IjrlaL,=Unnied}SFates, Native- Bornvnin the UnitedlStats,2[, Nct in uni`verse,,0,o,'94,
B--0f,S vrivatSe,33,V&, High school graduate, Not in Xuini'vrse, gWiowe#, R.etail tr!e, Sles, Wi|d, A>`l oter, Fempale, Not n iier2se,, PT for non-econ reasons usually FT,(,30,h0, /\SiCgle, No< in unive`rse, ND1t inun'ive*rse,, HouseholEe\r,13z6.57,,,,,,o', Nota i uniZverse, Ukited-tatgs,_United-Staes,United-Yaes, Native Born in Dh United States,a, Not i unierse,,-02,",",95,n'0>000
[, Privat,",l289",",v", 7t`h and 8th grade,HNotj in universre, Malrried-civilian stOpoue presen, TcrasportYtionz, TJr8nspoQrtation and material moving, hie, A ;other, MaeW,E No, Not ineuniverse, Children o3r Armed Forces,0,l.,G), VoiGt both undMer 65,,, Householde^gr, Housho der,>26C5r.7, Nonmer, Nonmover2,, Yes, NBoj in unversi,Ic,V Not in universe, nited-htates, Unied-StBtes, Unted-tae, Native- Bor in the9Uited&States,*,;t Not in universe,c,(,,*,(-]<0\00
Y~1p,E P-v9t,41,s30Wr[m, Highys2hool gadute, NKt in undverse,f Sp'rated, Hosphl srvices, ZO-Fe sevice, DO^e, Mexicn (Mexicano), Fma(, Not iIn uiversfe, Not in universe, Children or WArm]ed Fvrces,,n,F, Head of houVeold,Not in univQrse, Not in universe, Householder,^|ouseholdor,1Q036.A:9+2,9 NoovHeH, Nonm_xer?, Nonmov7r, ;-?Y, NotW in +niversKe,,Nt in uUi#erse,W M/xicso, xicIo,! Reco, Foreign born- Not  cizzenp wf U S ,C&, N jin unilerse,,q,0,.q,-520G0
8n?,,,0W,Childre, No $n univGrse," NSve,r marrieZF",|Not in universeq or =hildren, Not in universe,hitQeW,zAl3 other, MplJ, Not in univgerse, Noat in universe,* Children oh A^medMFDrces,,xm,m, Nof2ile*r, et in unv>ers,,,,178..63, Not in universe, eo in univ4rse, NotfinTuniverse, Not iEn unive2se%under 1 year @od, Not in Eiverse,, BLth paren/s preset, U'Pited7*-Stuates, [Unie-Sta~e, United-8Stbytes[, Ntive-CBon n the United States,, Not in ui#rsJe,0,;,I,U,-50000
74, No in_ univetse,,D, 1i1th gYra.e, Not in univeise,vCM*arried-civilian spouse prese;_nt, vNot in universe or childH/ren, Not Evn niverse, Wh?zi'#,, Mape, Not inBuniverse, Nolt in universe, Not inn labor foLce,~~,,b, JPintFbothI 65+, Notinx unirerse, vEot inuyiverse, Householder,uHuseholder,,,,, Rt in un(ivese under 1 yea{ old,,`Z0, !Not in |niversS, United-S0tates, UnSited-Ytats, United-SDates, Native- Born *in the UxitEed States,,O Not in univer[se,,,B0,dP,-5O000
5^.D`, QPrivat,gn3|5,"1l""", Bachelors deg<ee(BA5 AB BS)2, <oB 8Hin 5universe, Maried-cOvilia souse present,, @:a;*s, Wqhte, Al othW@,Female, NRt in niverse, ot in universe,,07,?,X150`n, Joint othm ndber 65, NoZt in uDivere, Cot in unverse, Spuse of householder, Spouseof ho$useolder,3I25.01,,,, Not ihn universeunder 1 yeXr2od,,k6?I, SNotkin unieverse,Utnited-Statis, [Unite-Stautes, RUnied-States, Naive- Born in thexUnithed States,",",> Not n universe,2w,.,lFf,ftQ,?5A000+.
2R, Feeral gvernmet,4<7,_, High schol graduate,84Not in uniferse>,Never Irr(ied, Public adminidtration, Pofession#l specialty, Wh`ite, A%ll othem,, No9 in uniVverse, Nt in univese, Childen or Armed Forces,,,0, S0ingl, Not in?uunivere, Not in uniervgA, RP  unrelatd:subfamly, NondelatLe of{householder,3399.9G8,, VNon~ove, Nnm7bv1,WYs,|Not in universe,KR, Noti:in unier^se,*UniHked-StatesN, TUnitend-Saes, United-States," Native- Bornbi"" the oUn<tedZ States",re, Not in universe,"""",,`,94,-500k0s
43es,# PrilaXt#e,"+""5",,o MastXrs degree(MA MSMEng ;MEd MsSW MBA), ot in universe, 2arried-civilian spouse present,, Executive admin and managerial,9ie, ^ll o-ohe{,OXe,,%Not in univEerse,Full-time scheduls,^0,{(\xZ,200, Joit both uner 65,"# N""t qin uivrse",~ Not in uWYrse, Spiouse of househol)der, SpousH of househoJder,171[.W.2?,,,, Not in universe under 1 year old,,4Q, Not inuiv]Lerse, United-States,oUnited-States, Unit.d-ttates, Native- Born inth United Et`tes,?," No:g in univ,rse",_U2W,5P0,,P%&, 50+00dK0.
6DV, PrKwvate,3b,, 5t) or 6th gradbe, Not in univweQsfe, Marred-civilian s_house present, Private household service, Priate household sJervices,Wzhite, Mexican (Mexicano), Femae, Not ik ynniverse, Not in univerMse, Children or Are\d Forces,A,PxM,Q,Joint2t botQh 65+,,Not iv Xuniverse,iSpuse of ho|se_older, Spouse of householder,15.I,N}onmver,nmve r,cdAnmover, Kes, Not in rulnivere,, Not i unverse,Meuxico, .xico,Unite-Smta2es,,, Not in universz,zj?,452,,H,0+x
5, NTFt i1 Enierse,&,, C6ilBen, Notin universe, N0ve/ moarried, Not inouniZv<erse or children, Not in uiverse,White, Amw=ll thWr, Ma?se, Not i u_nfvOerse," Noti"" ubverse", C$ildren or Ar/med Frces,0A=,0q,, NonGfiler, Not in univ!ese, Not in Run:iverse, ChiZd <18 never marL notkin Jsubfamily, Cid unde 18 never marri|d,17219," No,movYr",N ~oomover, Nomve,, Not inauniverxse,, zoh parents pre-enqt, United-{Gat s, Canada, UI\yted-States,,, 0o6 in{universe,l|,=,)h,Q94,
,QNot in univese,,G0, 7th nd 8th grade,,"""vNevAr married", dot infuniverse or childre`,,.<hit,Al other,d Fem., Not in universe, Not in univrse,,,5,, N]tfilead, Not in unev3rse, Notin universe,, Nonrelatje of houFeh3older,&7/0.2,,,, Not in universe under 1 year old,,L80, M?otuer oly present, nKte<d-HS|ates, cnited>-States, itedSt?atesY, Nive- Bo8rn in the United Staes,,,,(,THr,7,-000
.8,%P0rivat,VMv,h, igh school graduate, ot in unvek]se, Married-ciilian spouse pree n, Hospital services, echnicias and related support, lck, All otxer, Ualn[, Jep\, Nt tin universe9, Children or Armed or/Txces,0,T,*, Joint both underu 65, No in universe, Not i_9universe, Souse of houeholder, S|ouse of houeholder,1436.0 , No#n9oer, Nonmpver," ,konmo vGr",Vh 7As, Not in:A universe,, Not in uni3verse, United-Tta8es,, United-States, Native- Bornin the United States,, Not in universe, ,529,1L45,{,
{, S/@elf-emloyd-not icorporated,]3,17, Assoiatesf0 deree-occu^ /vocational, Notin universe,DovOoscCed, Finance insurace and ral estate, !SaZes,,$ &All o#heo, Male, Not infuniverse, Not in guniverse, F\ll-sie schedules,,[0,hz, Head of hou^eho_ld, Not in nive.rs-, NkoV in unverVe, Householter,,L3.73,,,, aNot in univeNrsF uder 1 year old,,,3ot in Ouninverse, 5nitd-ta*tes,, UNnite`d-States, Native- Born in the ]United States,8, Nt in universe,,K,,9,-0r30
30, Self-eployed-not incorprated,\,fE6, Masters degree(MA M MEng M<d MSW MBA),"#Not in univers,e", Marred-ciailian spouse present,qReaiF tade, alIees,WUhite, ll ohevr,`$M@aHe, =tin unive>rs, Notin universe,Full-tim@e chedle,JF,4m,0X, Joint bot under 65, Not in^universe, Not in universe,bHouseholdr, ~ousJhol:der,1]280.><2,,,," Not in uni=v""erse under 1 year ol8d",,6K, Not in unierse,fUnzted-*tstes, United-States, UiBted-]State, Native-' BoMn in the Uni%ed States,y, Not in universe,z_,m,B9,, 5.00?.
, qPrivt,1H,3>[I, 7th and28th grade, High school,, Manufacturing-durable goods, Machine operat%rs assmblrs & inspHcrs,(hvite, MexiyhanAmericcan,YFMFle,,Noqt in universe, ull-time sche$dule,r_,,0C, Sin<gl~, ot in univers[e,Not in univRerse, Child 18+ never marr Not: in a' subfamily, Child 18 or older,260(B8.m4,,,, NotY in uoniversunder 1 yeargold,,b,PNot in uniTerse, nied-States,Y UitedStates, United-States, Nati*vJe- Born in the United States,, Not in< universe,g1,g,,=Yn,
